source_id,bp_min_flux,bp_max_flux,rp_min_flux,rp_max_flux,percentage_change
142862122777526016,15.811921227505145,149.49545854706423,59.54051033781239,846.9067635488781,1322.404273567391727
142863084850233216,4.474200153134486,145.9775560255413,52.899478353000234,199524.33869022637,377076.3822675015017
142872190180905728,82.861314357104,263.748812121067,169.91850092450193,6409.744860315955,3672.246592008205376
142876210272165632,114.24310672738056,1160.8355430310392,349.22427828105026,118210.72599780055,33749.5154402370613
142876936121508864,52921.03228707829,55918.13369557966,53348.62916588942,221678.77299974533,315.5285270975332215
142879921122263936,95.16452803921493,8553.838522202122,126.60176398094436,196423.3403857164,155050.5557341849765
142881849564200832,61359.098353405105,267522.26209748874,55410.64994055895,193353.1645741286,335.9944478920829371
142882532462629248,16.875874017938255,110105.31548864066,17.95579811203695,96813.04285286846,652342.1512723069817
142889335690589824,33.28414418687139,201.39286107614606,40.12823014043529,4379.258159184553,10813.16049538846944
142890302059691392,14179.963291131839,204729.39780629668,30221.59466882184,32563.45050782319,1343.793567042127803
142892290628409344,81.04591404480598,1277.2054704470268,200.28110901980298,36281.11228324656,18015.09455924733842
142894489651633024,27.403306328486433,613.6453167064607,75.79240178881241,623.577878621821,2139.311232559411293
142895593459944576,79.6509241030249,4164.105949683065,824.9143438694251,1381.4279165695145,5127.944303944271392
142897719467178624,44.91478186816543,30677.36425210895,96.24494017320313,235.29889361954073,68201.26514285125375
142898303582691072,40.20222106108116,99666.45337282894,48.730883702866244,170.78914984603438,247812.8036766946873
142899510469686272,44456.44167505237,163556.98769721063,45106.52525808235,206748.75262963722,358.3566378627030959
142900227728208512,118.60423321575256,173898.7193681773,283.3037497835924,156094.2290920836,146521.0055520014425
142904423912137344,16187.755598263568,16911.30660372771,30185.928279498727,212639.11539866892,604.4312615792117151
142906103243219072,7.636396873657211,1821.37976916587,21.366162329589322,175.72545746718194,23751.29792623753077
142909195619974400,36.1378911273351,372.9131294623481,8.292247385313933,127.8493465038812,1441.793684668767282
142909504857652480,14.123684337557265,369.6310045409714,31.85042750104082,927.2818764146413,2811.363988393371616
142909745375879936,726.7894213086479,1575.0002363027866,820.0330699574296,6557.640354952099,699.6799879415260618
142910265066546816,5.931968345622651,106994.57851224307,24.694366368247476,172881.43737683067,1803594.360425862134
142910471226079488,7308.153875039313,205383.12054879553,12980.998134283907,169380.5665728771,2710.328354610496014
142914246501761152,505.2734464581635,2852.2712367305785,547.5462563141468,1214.8602527031708,464.5005208020061194
142918232231530240,13.564096298497702,110.10885345458352,30.68689440287202,158.0658569291941,711.7669694425472263
142919679635885312,2174.211255822127,232075.46935673954,5295.3678697040805,202667.4357962537,10574.00735486421919
142924898019862400,44.67036173004629,37967.09451284164,79.17001946413328,164234.06598153993,207344.7715096793242
142926444208261376,241.67938049390972,226410.8510405749,426.8671601777568,148762.21281374642,93582.3201788538247
142926998260122240,6079.643017194509,8152.49482773974,5577.411299002722,12183.174240008262,118.4377946483289491
142927543719975680,97.13937567244757,274.52781364486486,169.8607165192716,6369.189798883605,3649.654381188829264
