source_id,bp_min_flux,bp_max_flux,rp_min_flux,rp_max_flux,percentage_change
27380657030702848,12.205405045064444,4066.2802695722576,46.33858811854072,118536.37936236785,255704.9007862192064
27381447304535168,139.46134208747688,319.651567044846,185.28453508265005,1142.8288731395148,516.7966865824673549
27387082301823360,77.89075597189748,191.12379963093244,115.39889172706626,125382.35577515267,108551.2651020068991
27393782450800384,21.30979288109367,160649.945809752,54.12460346397845,166614.0826884881,753778.4947660507578
27400035922760704,281.0248428894615,166503.23800415438,274.50988486179796,125080.24424540029,59148.583254131335
27402234946060800,22.746720863117726,329.55825915459565,6.793996412805137,4877.868044259755,71696.7415329522972
27405396041798528,153.04258967524788,170605.33332896626,240.72702834583458,80231.59170144521,111375.7229938320004
27410550002747008,97.85994098869877,288.8390046276677,151.62485026346394,3159.33756318347,1983.654201599403096
27413436220777216,100.28814221006188,758.8042341129641,92.23834478991238,1489.4819033648344,1514.818551609277316
27428352642662528,7.650630952080726,450.74466706743794,59.307426192477294,319.26435285842047,5791.60122727982143
27435293309924096,121.90780562323022,333.07123116757504,120.52998706785637,392.3953459929175,225.5582743670299017
27438759348060672,7.316126205145097,259.32384990408974,26.881249101598296,3985.8781424963645,14727.72667085389844
27439175960164352,7.307407089534028,2948.0726504754757,22335.781359879285,568800.3155218718,40243.62140160259882
27440133737593984,27.708852788575467,326.095686011986,8.658077104700515,226.11197204174962,2511.572631052133467
27459409550608640,25.60677593168467,162594.9585374597,76.21697590703245,143900.9323548906,634868.4902591428124
27484182922047616,209.1412464551534,940.859499870457,267.92321980545205,1165.984000725191,349.8679795676781975
27514900528090752,141.7500383863293,328.0133864739342,248.13267611195087,1044.5154985198662,320.9504023761096915
27515248420409472,17.33119149450657,165.9011456203161,29.799796164423817,148.99283190133696,857.2402778706901057
27538819201105408,8.39680914214065,303.2621152295139,20.529068362370957,3267.7757106212903,15817.79837711001779
27539880058097152,346.31092958413865,853.0343099414323,424.48275176457594,162464.36257826973,38173.48977147008639
27539948777585024,86.45540726223577,732.8775830707602,96.58674606001125,2342.3135605728603,2325.087971301502066
27540154936026880,5.106331747038988,171974.48869763088,22.255366734023433,125298.38474945795,3367767.526377498712
27546859379885824,10.24405445715283,192.8768605845388,16.502639835017526,244.83105778755015,1782.817603042553699
27548573072005504,42.207299810429845,267.5195714167,75.6201000688578,253.4981070160186,533.822994169821885
27549779957963008,47.68479212987464,258.65888999914773,40.16457242205931,295.15082403706344,634.8536439913892787
27555479381053568,109.1512821040548,278.68982304734624,113.17915963738994,3168.361947869153,2699.421693905607432
27561629772622080,59.645892383342066,195.07407993210637,63.85415144868468,3237.3300257322985,4969.881835848879125
27568192482607872,65.11792535355846,483.1990630919496,48.26921061919876,1057.0291202664976,2089.862039811505106
27572762327851264,80.59690723953263,312.053770086058,58.84119190102646,4207.341619561777,7050.333777464459696
27582864090996352,43.48439459797858,639.43659541094,45.409001719250604,1450.1169670831587,3093.457050760045512
27583963602629248,218.40708571322327,71111.20074437885,410.94865055153696,83070.90445870845,32459.01726455456442
27585788963939840,46532.26877723001,237102.30241774366,87819.35530516141,92610.77829661798,409.543825496354775
27589053139270272,3.7244885202348814,4886.78998514499,30.999754221329848,242.16366687344288,131107.0089247263713
27611966789399552,19.589049401646495,820.8931401788014,36.63572214656812,980.0427618499017,4090.57159613780875
27613616056855040,38.0287872216775,798.1102055891729,36.911689027732486,197.43069923281163,1998.700126661486538
