source_id,bp_min_flux,bp_max_flux,rp_min_flux,rp_max_flux,percentage_change
176731650758846720,277.63109706128756,177650.77376718336,1295.6607773099652,69894.80957190417,63888.06749229775031
176756119189324672,56.00449958445892,349.5122073329436,953.286311380224,1122.6263896383834,524.0787971078170032
176759104190406528,7.042272237022892,177458.81407243313,751.4415980391179,2699.6398650986494,2519808.462775553341
176760031903344896,2.1412425391541623,121.85540907543646,107.83787137444558,2495.9791254811294,5590.873726223093599
176761509371955712,305.69335388257707,621.3149789349329,1677.4672654961405,2628.0875709980314,103.2477877074136219
176767560986918784,87.83239419877539,138651.05776237833,895.5083365739135,192208.27714937448,157758.6796217738571
176770893881543168,447.9562845366444,7146.062486701287,1518.4065922421314,64095.207772469075,4121.215061890892257
176771718515239552,650.9165551394328,1355.7296844288637,3650.1923315018403,7844.901577535623,114.9174855755588525
176773161624241536,28.85588434307836,153804.21675462846,1123.3881654609863,176933.98792658257,532908.1550299856453
176773814459244544,2918.8446669507252,6013.827507324172,11750.199426620231,212396.98837831375,1707.603264138016122
176775704244979584,183.71822614401236,2766.577877426223,635.5270337588884,127332.02373839788,19935.65811910153548
176776219640921088,7068.059698764183,75657.17425765118,13888.26478315539,22637.055571267225,970.409383651350329
176776803756613248,1660.266378035235,113755.19573450122,543.7791637131145,177002.07875226784,32450.36061765141572
176777800188821504,669.3847612690631,161911.86081600885,1699.3449852903918,160419.66285843402,24088.16055941366663
176778934060180992,30.405343420731725,132658.06713767882,122.56925739797943,198154.09868117305,436198.5324718503528
176779724334207488,410.14144921004936,121899.40588458357,2083.460266993427,182809.603678337,29621.308616665601
176780205365879936,561.052310678767,725.6475890615252,495.2096374686819,1096.592087241194,121.4399729469208467
176781712898457472,89.43262799454253,212429.6263908272,349.1072717953028,186243.96885918573,237430.3411678681154
176782576187741056,711.6220486818041,1171.2099037346977,2027.2192229168334,7982.0858993100055,293.745570734333467
176782713631372544,136.10550164715215,503.6584840109415,2587.6783224840574,163811.7265464493,6230.451707351215352
176782885430093440,924.4995683027112,171361.51237255035,2401.167619798319,154874.61383637012,18435.59679721137766
176783091588518528,6638.868158418605,88090.43888611122,15288.025417302959,101052.51345208944,1226.889415244760379
176783503905348224,2025.6465019452435,2846.6058643558904,4451.738781911563,14938.491011306382,235.5653092675810531
176783568324455680,1.0937648927947328,564.204342460218,20.03899054593533,1092.1972659681073,51483.69464744763989
176783744423517056,2973.0475119438124,189755.22228063928,13446.097162192127,198361.99785786125,6282.515634826674857
176784328539647616,449.9293027949561,1034.1677359089938,842.9152804984983,1010.7248898279645,129.8511631682476989
176786699361123584,3155.565560026236,4236.911896920633,6054.958283773363,119115.56620096727,1867.240080252644791
176787141737138816,7477.0089659874275,2514409.59498358,13693.816173577003,168932.36234109933,33528.54861377744065
176787867592217344,48461.47515277958,128980.47084832867,59836.799087016756,113323.41758755286,166.1505256323812157
176789516859332352,33.27171670577298,332.1664186526039,1033.3139804817056,344182.8211815359,33208.63877609459244
176790302832775040,145.8134972803433,161663.64176816403,1056.028497477551,141605.47450046646,110770.149048923088
176790341493031552,2747.8477079835443,201235.33771880547,5634.623530619451,94028.2954289375,7223.380299939482072
